0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Shot Chart Detail,0042100103,427,1629622,Max Strus,1610612748,Miami Heat,3,3,17,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,13,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,429,1629027,Trae Young,1610612737,Atlanta Hawks,3,3,1,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,33,306,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,431,1629639,Tyler Herro,1610612748,Miami Heat,3,2,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,16,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,439,1629639,Tyler Herro,1610612748,Miami Heat,3,2,14,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,12,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,443,1629631,De'Andre Hunter,1610612737,Atlanta Hawks,3,2,0,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,30,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,448,202710,Jimmy Butler,1610612748,Miami Heat,3,1,44,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,12,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,453,1629027,Trae Young,1610612737,Atlanta Hawks,3,1,27,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,38,71,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,462,1629216,Gabe Vincent,1610612748,Miami Heat,3,1,13,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,-21,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,471,1626153,Delon Wright,1610612737,Atlanta Hawks,3,0,55,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,8,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,476,203992,Bogdan Bogdanovic,1610612737,Atlanta Hawks,3,0,39,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,21,93,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,478,1629639,Tyler Herro,1610612748,Miami Heat,3,0,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,1,259,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,486,1629216,Gabe Vincent,1610612748,Miami Heat,3,0,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,114,230,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,488,202710,Jimmy Butler,1610612748,Miami Heat,3,0,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-191,67,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,494,202710,Jimmy Butler,1610612748,Miami Heat,4,11,45,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,6,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,496,203992,Bogdan Bogdanovic,1610612737,Atlanta Hawks,4,11,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-82,245,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,498,202710,Jimmy Butler,1610612748,Miami Heat,4,11,12,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,141,136,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,500,1628989,Kevin Huerter,1610612737,Atlanta Hawks,4,11,0,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,6,115,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,501,203473,Dewayne Dedmon,1610612748,Miami Heat,4,10,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,62,248,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,503,1629639,Tyler Herro,1610612748,Miami Heat,4,10,29,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-120,147,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,512,1629130,Duncan Robinson,1610612748,Miami Heat,4,9,58,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,77,243,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,514,203473,Dewayne Dedmon,1610612748,Miami Heat,4,9,52,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,12,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,516,1629631,De'Andre Hunter,1610612737,Atlanta Hawks,4,9,36,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-164,36,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,520,1629130,Duncan Robinson,1610612748,Miami Heat,4,9,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,200,159,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,526,1626153,Delon Wright,1610612737,Atlanta Hawks,4,8,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-141,203,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,528,1629130,Duncan Robinson,1610612748,Miami Heat,4,8,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-94,251,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,530,203992,Bogdan Bogdanovic,1610612737,Atlanta Hawks,4,8,18,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,0,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,532,1630168,Onyeka Okongwu,1610612737,Atlanta Hawks,4,8,14,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,533,1629639,Tyler Herro,1610612748,Miami Heat,4,8,1,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,25,63,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,534,203992,Bogdan Bogdanovic,1610612737,Atlanta Hawks,4,7,49,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,6,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,536,202710,Jimmy Butler,1610612748,Miami Heat,4,7,31,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-65,88,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,537,1630168,Onyeka Okongwu,1610612737,Atlanta Hawks,4,7,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,17,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,544,203992,Bogdan Bogdanovic,1610612737,Atlanta Hawks,4,6,33,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-233,71,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,546,1626153,Delon Wright,1610612737,Atlanta Hawks,4,6,31,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,551,202710,Jimmy Butler,1610612748,Miami Heat,4,6,14,Missed Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,4,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,553,203992,Bogdan Bogdanovic,1610612737,Atlanta Hawks,4,6,7,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,15,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,555,1628389,Bam Adebayo,1610612748,Miami Heat,4,5,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,120,76,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,557,1628989,Kevin Huerter,1610612737,Atlanta Hawks,4,5,30,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,24,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,559,202710,Jimmy Butler,1610612748,Miami Heat,4,5,19,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,16,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,561,1629639,Tyler Herro,1610612748,Miami Heat,4,5,11,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,151,201,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,562,203992,Bogdan Bogdanovic,1610612737,Atlanta Hawks,4,4,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-131,221,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,564,1629639,Tyler Herro,1610612748,Miami Heat,4,4,28,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,11,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,567,1629027,Trae Young,1610612737,Atlanta Hawks,4,4,17,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-67,260,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,569,1629639,Tyler Herro,1610612748,Miami Heat,4,3,52,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,35,-2,353,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,575,1629639,Tyler Herro,1610612748,Miami Heat,4,3,42,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-43,112,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,577,1629027,Trae Young,1610612737,Atlanta Hawks,4,3,33,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,16,121,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,582,1629622,Max Strus,1610612748,Miami Heat,4,3,12,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,22,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,584,1629027,Trae Young,1610612737,Atlanta Hawks,4,3,5,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,21,30,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,587,1629639,Tyler Herro,1610612748,Miami Heat,4,2,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,181,180,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,589,1629622,Max Strus,1610612748,Miami Heat,4,2,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-136,216,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,591,1629027,Trae Young,1610612737,Atlanta Hawks,4,2,26,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-33,267,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,593,203992,Bogdan Bogdanovic,1610612737,Atlanta Hawks,4,1,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-146,209,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,595,1630168,Onyeka Okongwu,1610612737,Atlanta Hawks,4,1,41,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,9,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,599,202710,Jimmy Butler,1610612748,Miami Heat,4,1,30,Made Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,223,42,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,604,202710,Jimmy Butler,1610612748,Miami Heat,4,1,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-129,221,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,610,200782,P.J. Tucker,1610612748,Miami Heat,4,0,54,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,224,-25,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,617,1628989,Kevin Huerter,1610612737,Atlanta Hawks,4,0,39,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,71,264,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,619,202710,Jimmy Butler,1610612748,Miami Heat,4,0,12,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,108,191,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100103,622,1629027,Trae Young,1610612737,Atlanta Hawks,4,0,5,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,15,85,1,1,20220422,ATL,MIA
Shot Chart Detail,0042100103,626,202710,Jimmy Butler,1610612748,Miami Heat,4,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,203,147,1,0,20220422,ATL,MIA
Shot Chart Detail,0042100154,7,201976,Patrick Beverley,1610612750,Minnesota Timberwolves,1,11,52,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,7,42,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,10,1626157,Karl-Anthony Towns,1610612750,Minnesota Timberwolves,1,11,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-136,215,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,12,1628415,Dillon Brooks,1610612763,Memphis Grizzlies,1,11,24,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,6,94,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,20,1629630,Ja Morant,1610612763,Memphis Grizzlies,1,11,0,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,9,46,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,22,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,10,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,23,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,23,1628415,Dillon Brooks,1610612763,Memphis Grizzlies,1,10,34,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-23,52,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,25,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,10,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,213,117,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,33,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,10,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-196,142,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,35,1626156,D'Angelo Russell,1610612750,Minnesota Timberwolves,1,9,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-216,134,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,37,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,9,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,3,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,49,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,9,0,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,212,111,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,55,1628415,Dillon Brooks,1610612763,Memphis Grizzlies,1,8,27,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-115,6,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,57,1629020,Jarred Vanderbilt,1610612750,Minnesota Timberwolves,1,8,21,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,15,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,59,1628415,Dillon Brooks,1610612763,Memphis Grizzlies,1,8,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,6,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,61,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,7,50,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,-4,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,63,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,7,45,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-108,224,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,77,1629020,Jarred Vanderbilt,1610612750,Minnesota Timberwolves,1,6,45,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,26,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,85,1629020,Jarred Vanderbilt,1610612750,Minnesota Timberwolves,1,6,12,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,17,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,88,1629634,Brandon Clarke,1610612763,Memphis Grizzlies,1,6,4,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,3,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,98,1630533,Ziaire Williams,1610612763,Memphis Grizzlies,1,5,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-201,142,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,100,201976,Patrick Beverley,1610612750,Minnesota Timberwolves,1,5,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-120,242,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,101,1630533,Ziaire Williams,1610612763,Memphis Grizzlies,1,5,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-10,262,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,118,203937,Kyle Anderson,1610612763,Memphis Grizzlies,1,4,38,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,-2,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,123,1630183,Jaden McDaniels,1610612750,Minnesota Timberwolves,1,4,12,Missed Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,11,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,125,201976,Patrick Beverley,1610612750,Minnesota Timberwolves,1,4,10,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,129,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,3,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,202,147,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,140,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,3,24,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,13,36,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,143,1630533,Ziaire Williams,1610612763,Memphis Grizzlies,1,3,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,11,248,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,149,1626145,Tyus Jones,1610612763,Memphis Grizzlies,1,3,2,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-93,36,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,151,1630183,Jaden McDaniels,1610612750,Minnesota Timberwolves,1,2,48,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,4,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,153,203937,Kyle Anderson,1610612763,Memphis Grizzlies,1,2,41,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,39,101,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,161,1626145,Tyus Jones,1610612763,Memphis Grizzlies,1,2,13,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,28,51,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,164,1630533,Ziaire Williams,1610612763,Memphis Grizzlies,1,1,50,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,-26,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,166,1626156,D'Angelo Russell,1610612750,Minnesota Timberwolves,1,1,41,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-9,259,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,167,1629001,De'Anthony Melton,1610612763,Memphis Grizzlies,1,1,21,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,3,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,171,1626156,D'Angelo Russell,1610612750,Minnesota Timberwolves,1,1,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-163,211,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,173,203937,Kyle Anderson,1610612763,Memphis Grizzlies,1,0,47,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,28,67,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,174,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,0,33,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,-3,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,215,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,11,26,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-4,34,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,217,1628991,Jaren Jackson Jr.,1610612763,Memphis Grizzlies,2,11,16,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,1,56,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,222,1628991,Jaren Jackson Jr.,1610612763,Memphis Grizzlies,2,10,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,99,241,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,224,1630183,Jaden McDaniels,1610612750,Minnesota Timberwolves,2,10,44,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,20,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,226,1626145,Tyus Jones,1610612763,Memphis Grizzlies,2,10,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,123,236,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,229,1630183,Jaden McDaniels,1610612750,Minnesota Timberwolves,2,10,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,179,183,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,234,1629675,Naz Reid,1610612750,Minnesota Timberwolves,2,9,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-10,247,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,236,1629001,De'Anthony Melton,1610612763,Memphis Grizzlies,2,9,28,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-28,145,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,267,1628415,Dillon Brooks,1610612763,Memphis Grizzlies,2,9,18,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,10,105,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,249,201976,Patrick Beverley,1610612750,Minnesota Timberwolves,2,8,56,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,-15,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,251,1628991,Jaren Jackson Jr.,1610612763,Memphis Grizzlies,2,8,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,10,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,253,1629162,Jordan McLaughlin,1610612750,Minnesota Timberwolves,2,8,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,176,175,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,258,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,8,2,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,27,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,260,201976,Patrick Beverley,1610612750,Minnesota Timberwolves,2,7,48,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,11,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,262,1629630,Ja Morant,1610612763,Memphis Grizzlies,2,7,22,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-5,90,1,0,20220423,MIN,MEM
Shot Chart Detail,0042100154,264,1629162,Jordan McLaughlin,1610612750,Minnesota Timberwolves,2,7,15,Made Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,-9,1,1,20220423,MIN,MEM
Shot Chart Detail,0042100154,275,1630217,Desmond Bane,1610612763,Memphis Grizzlies,2,6,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-89,266,1,0,20220423,MIN,MEM
