Region,Life Expectancy - Interpolated,Year,Quadrant Region,African Region,Rank,Country Name
Europe,80.830002,2014,Europe,,24,Country 24
Americas,75.300003,2010,Americas,,72,Country 72
South-East Asia,76.050003,2009,Asia and Oceania,,26,Country 26
Eastern Mediterranean,57.779999,2014,Asia and Oceania,,69,Country 69
Eastern Mediterranean,63.689999,2002,Africa,Northern Africa,22,Country 22
Americas,74.540001,2004,Americas,,25,Country 25
Europe,79.419998,2006,Europe,,1,Country 1
Americas,75.540001,2009,Americas,,70,Country 70
Americas,75.370003,2014,Americas,,72,Country 72
Eastern Mediterranean,56.16,2010,Asia and Oceania,,69,Country 69
Europe,74.129997,1997,Europe,,74,Country 74
Americas,69.459999,1998,Americas,,153,Country 153
Africa,53.580002,2001,Africa,Central Africa,62,Country 62
Africa,59.310001,2000,Africa,Western Africa,12,Country 12
Americas,76.620003,2016,Americas,,133,Country 133
Europe,78.519997,2002,Europe,,16,Country 16
Africa,65.239998,2014,Africa,Central Africa,11,Country 11
Americas,79.260002,2009,Americas,,15,Country 15
Americas,73.459999,1997,Americas,,143,Country 143
Africa,53.82,2008,Africa,Western Africa,13,Country 13
Africa,59.490002,2005,Africa,Western Africa,164,Country 164
South-East Asia,71.379997,2015,Asia and Oceania,,27,Country 27
Europe,67.959999,2006,Europe,,29,Country 29
Europe,80.730003,2015,Europe,,132,Country 132
Africa,53.599998,2001,Africa,Central Africa,103,Country 103
Eastern Mediterranean,73.419998,1997,Asia and Oceania,,131,Country 131
Africa,72.910004,2008,Africa,Eastern Africa,139,Country 139
Eastern Mediterranean,69.879997,2003,Africa,Northern Africa,144,Country 144
Eastern Mediterranean,74.559998,2001,Asia and Oceania,,163,Country 163
Africa,52.490002,1998,Africa,Western Africa,115,Country 115
Americas,74.209999,2000,Americas,,146,Country 146
Eastern Mediterranean,67.540001,2011,Asia and Oceania,,145,Country 145
Africa,67.540001,2016,Africa,Eastern Africa,99,Country 99
Americas,69.309998,2002,Americas,,138,Country 138
Eastern Mediterranean,72.410004,1997,Asia and Oceania,,130,Country 130
Americas,79.839996,2003,Americas,,147,Country 147
Africa,63.639999,1997,Africa,Central Africa,165,Country 165
Eastern Mediterranean,57.950001,2016,Asia and Oceania,,69,Country 69
Africa,60.93,2010,Africa,Central Africa,8,Country 8
Africa,59.849998,2014,Africa,Western Africa,35,Country 35
Europe,75.489998,2014,Europe,,64,Country 64
Europe,76.220001,1997,Europe,,106,Country 106
Europe,78.889999,2001,Europe,,66,Country 66
Africa,56.110001,2015,Africa,Southern Africa,65,Country 65
Eastern Mediterranean,71.32,1998,Asia and Oceania,,107,Country 107
Western Pacific,72.839996,1999,Asia and Oceania,,46,Country 46
Americas,74.379997,2011,Americas,,88,Country 88
Europe,69.25,1997,Europe,,49,Country 49
Africa,64.209999,2004,Africa,Western Africa,5,Country 5
Europe,82.239998,2013,Europe,,94,Country 94
South-East Asia,62.619999,2001,Asia and Oceania,,92,Country 92
Africa,45.139999,2001,Africa,Eastern Africa,89,Country 89
Americas,74.120003,2003,Americas,,91,Country 91
Africa,65.139999,2015,Africa,Eastern Africa,93,Country 93
Americas,74.800003,2013,Americas,,101,Country 101
Europe,64.830002,2004,Asia and Oceania,,126,Country 126
Western Pacific,80.669998,2004,Asia and Oceania,,125,Country 125
Africa,68.489998,2011,Africa,Western Africa,127,Country 127
Europe,81.779999,2012,Europe,,33,Country 33
Western Pacific,78.440002,2005,Asia and Oceania,,124,Country 124
Western Pacific,68.199997,1998,Asia and Oceania,,137,Country 137
Europe,80.43,2006,Europe,,104,Country 104
Eastern Mediterranean,74.610001,2002,Africa,Northern Africa,32,Country 32
Africa,63.299999,2000,Africa,Western Africa,5,Country 5
Americas,75.139999,2015,Americas,,88,Country 88
Europe,77.169998,2014,Europe,,18,Country 18
Africa,64.970001,2001,Africa,Central Africa,165,Country 165
Europe,73.639999,1999,Europe,,67,Country 67
Americas,74.730003,2007,Americas,,91,Country 91
Europe,81.57,2009,Europe,,94,Country 94
Africa,62.220001,2011,Africa,Eastern Africa,93,Country 93
South-East Asia,64.160004,2005,Asia and Oceania,,92,Country 92
Africa,55.099998,2005,Africa,Western Africa,35,Country 35
Africa,47.610001,2005,Africa,Eastern Africa,89,Country 89
Europe,75.059998,2013,Europe,,64,Country 64
Eastern Mediterranean,71.019997,1997,Asia and Oceania,,107,Country 107
Europe,79.089996,2002,Europe,,66,Country 66
Africa,50.34,2012,Africa,Southern Africa,65,Country 65
Europe,76.370003,1998,Europe,,106,Country 106
Europe,80.410004,2008,Europe,,111,Country 111
Europe,70.360001,2012,Asia and Oceania,,56,Country 56
Africa,60.689999,2014,Africa,Eastern Africa,81,Country 81
Africa,66.839996,2016,Africa,Eastern Africa,119,Country 119
Africa,55.119999,2001,Africa,Western Africa,78,Country 78
Africa,57.34,2006,Africa,Central Africa,79,Country 79
Western Pacific,83.230003,2012,Asia and Oceania,,80,Country 80
Americas,73.050003,2000,Americas,,87,Country 87
Americas,78.870003,2011,Americas,,20,Country 20
Americas,75.940002,1998,Americas,,142,Country 142
Africa,57.799999,2001,Africa,Western Africa,164,Country 164
Europe,66.389999,2002,Asia and Oceania,,19,Country 19
Africa,59.529999,2003,Africa,Western Africa,12,Country 12
Africa,64.480003,2013,Africa,Central Africa,11,Country 11
Western Pacific,81.580002,2008,Asia and Oceania,,41,Country 41
Americas,79.190002,2010,Americas,,15,Country 15
Europe,78.300003,2001,Europe,,16,Country 16
Western Pacific,75.25,2012,Asia and Oceania,,112,Country 112
Western Pacific,80.040001,2006,Asia and Oceania,,150,Country 150
Africa,55.099998,2002,Africa,Western Africa,114,Country 114
Europe,77.290001,1998,Europe,,116,Country 116
Americas,69.239998,1999,Americas,,153,Country 153
Europe,73.959999,2010,Europe,,161,Country 161
Americas,76.190002,2003,Americas,,160,Country 160
Europe,79.82,2009,Europe,,1,Country 1
Europe,82.139999,2016,Asia and Oceania,,34,Country 34
Eastern Mediterranean,80.150002,2012,Asia and Oceania,,155,Country 155
Eastern Mediterranean,61.290001,1998,Africa,Eastern Africa,59,Country 59
Eastern Mediterranean,56.669998,2011,Asia and Oceania,,69,Country 69
Americas,75.389999,2015,Americas,,72,Country 72
Europe,76.019997,1997,Europe,,58,Country 58
Europe,77.550003,2003,Europe,,158,Country 158
Europe,72.379997,2003,Europe,,157,Country 157
Africa,56.5,2005,Africa,Western Africa,156,Country 156
Americas,74.370003,2000,Americas,,159,Country 159
Americas,75.129997,2008,Americas,,70,Country 70
Africa,43.799999,2007,Africa,Southern Africa,65,Country 65
Europe,80.269997,2009,Europe,,66,Country 66
Europe,65.160004,2000,Asia and Oceania,,56,Country 56
Europe,72.43,2006,Europe,,64,Country 64
Africa,47.41,2010,Africa,Central Africa,129,Country 129
Africa,47.970001,2011,Africa,Central Africa,129,Country 129
Europe,81.080002,2008,Europe,,82,Country 82
Americas,56.560001,2004,Americas,,77,Country 77
Europe,72.980003,1998,Europe,,61,Country 61
Africa,56.130001,2007,Africa,Central Africa,62,Country 62
Africa,57.43,2009,Africa,Western Africa,35,Country 35
Africa,56.93,2014,Africa,Eastern Africa,135,Country 135
Americas,80.32,2016,Americas,,15,Country 15
Europe,71.470001,1998,Europe,,84,Country 84
Americas,76.730003,2009,Americas,,133,Country 133
Europe,79.889999,2000,Europe,,134,Country 134
Europe,82.239998,2015,Europe,,134,Country 134
Africa,46.119999,2001,Africa,Eastern Africa,135,Country 135
Americas,76.120003,2006,Americas,,133,Country 133
Africa,61.740002,2005,Africa,Western Africa,113,Country 113
Eastern Mediterranean,67.660004,2011,Asia and Oceania,,83,Country 83
Europe,80.93,2013,Europe,,116,Country 116
Eastern Mediterranean,75.290001,2009,Asia and Oceania,,120,Country 120
Africa,62.759998,2010,Africa,Eastern Africa,119,Country 119
Europe,80.379997,2009,Europe,,118,Country 118
Americas,76.599998,2015,Americas,,109,Country 109
Western Pacific,69.610001,1999,Asia and Oceania,,112,Country 112
Americas,77.5,2007,Americas,,121,Country 121
Europe,70.129997,1997,Europe,,75,Country 75
Africa,50.919998,1997,Africa,Western Africa,35,Country 35
Europe,68.099998,1998,Europe,,110,Country 110
Africa,61.84,2016,Africa,Western Africa,156,Country 156
Eastern Mediterranean,61.060001,1997,Africa,Northern Africa,22,Country 22
Europe,72.120003,2015,Europe,,151,Country 151
Africa,60.349998,2015,Africa,Western Africa,35,Country 35
Africa,45.23,2003,Africa,Southern Africa,152,Country 152
Africa,48,1999,Africa,Eastern Africa,2,Country 2
Europe,78,1998,Asia and Oceania,,34,Country 34
Eastern Mediterranean,75.5,2012,Africa,Northern Africa,32,Country 32
Europe,71.760002,2016,Asia and Oceania,,56,Country 56
Europe,80,2002,Europe,,33,Country 33
Africa,50.16,1998,Africa,Central Africa,79,Country 79
Europe,80.150002,2004,Europe,,82,Country 82
Western Pacific,81.269997,2006,Asia and Oceania,,41,Country 41
Americas,59.25,2008,Americas,,77,Country 77
Eastern Mediterranean,80.010002,2014,Asia and Oceania,,60,Country 60
Eastern Mediterranean,77.18,2003,Asia and Oceania,,85,Country 85
Africa,64.540001,2000,Africa,Central Africa,165,Country 165
Europe,72.779999,2010,Europe,,84,Country 84
Africa,74.139999,2013,Africa,Eastern Africa,117,Country 117
Africa,53.080002,2003,Africa,Western Africa,122,Country 122
Western Pacific,64.580002,2007,Asia and Oceania,,86,Country 86
Americas,74.419998,1997,Americas,,133,Country 133
Europe,76.309998,2010,Europe,,61,Country 61
Europe,77.349998,2015,Europe,,18,Country 18
South-East Asia,69.940002,2004,Asia and Oceania,,9,Country 9
Americas,74.470001,2010,Americas,,87,Country 87
Africa,63.41,2014,Africa,Western Africa,164,Country 164
Africa,53.650002,2008,Africa,Eastern Africa,63,Country 63
Americas,79.589996,2006,Americas,,7,Country 7
Africa,59.439999,2009,Africa,Central Africa,79,Country 79
Europe,76.169998,1998,Europe,,58,Country 58
Eastern Mediterranean,61.169998,1997,Africa,Eastern Africa,59,Country 59
Africa,56.93,2002,Africa,Central Africa,8,Country 8
Americas,74.18,2003,Americas,,159,Country 159
South-East Asia,69.699997,2015,Asia and Oceania,,43,Country 43
Europe,66.489998,2005,Asia and Oceania,,14,Country 14
Europe,77.519997,1998,Europe,,1,Country 1
Western Pacific,59.68,2004,Asia and Oceania,,17,Country 17
Europe,67.620003,2000,Europe,,151,Country 151
Europe,76.059998,1998,Europe,,24,Country 24
Africa,60.240002,2012,Africa,Southern Africa,152,Country 152
Europe,68.139999,1997,Europe,,23,Country 23
Americas,71.290001,2010,Americas,,138,Country 138
Europe,78.360001,1999,Europe,,66,Country 66
Europe,77.739998,2003,Europe,,106,Country 106
Eastern Mediterranean,71.410004,2000,Asia and Oceania,,107,Country 107
Africa,70.910004,2000,Africa,Eastern Africa,139,Country 139
Africa,59.150002,2007,Africa,Western Africa,108,Country 108
Africa,59.700001,2013,Africa,Eastern Africa,81,Country 81
Western Pacific,83.830002,2015,Asia and Oceania,,80,Country 80
Europe,78.919998,1999,Europe,,82,Country 82
Eastern Mediterranean,76.290001,2016,Asia and Oceania,,120,Country 120
Africa,56.490002,2005,Africa,Central Africa,79,Country 79
Africa,55.130001,2002,Africa,Western Africa,78,Country 78
Europe,74.589996,2015,Europe,,161,Country 161
Americas,76.919998,2006,Americas,,160,Country 160
Western Pacific,79.269997,2003,Asia and Oceania,,150,Country 150
Europe,81.540001,2016,Europe,,118,Country 118
Americas,74.93,2003,Americas,,143,Country 143
Americas,77.410004,2004,Americas,,142,Country 142
Western Pacific,63.18,2002,Asia and Oceania,,140,Country 140
Africa,58.669998,2014,Africa,Central Africa,141,Country 141
Americas,80.230003,2005,Americas,,147,Country 147
Europe,71.580002,1997,Europe,,161,Country 161
Eastern Mediterranean,70.230003,2005,Africa,Northern Africa,144,Country 144
Americas,75.779999,2006,Americas,,146,Country 146
Africa,57.790001,2007,Africa,Central Africa,103,Country 103
Europe,79.129997,2009,Europe,,132,Country 132
Eastern Mediterranean,67.68,2013,Asia and Oceania,,145,Country 145
Americas,76.480003,2014,Americas,,109,Country 109
Africa,62.09,2012,Africa,Western Africa,108,Country 108
Europe,79.239998,2008,Europe,,106,Country 106
Americas,76.800003,1998,Americas,,20,Country 20
Eastern Mediterranean,76.110001,2011,Asia and Oceania,,107,Country 107
Americas,75.230003,2015,Americas,,101,Country 101
Europe,65.760002,2006,Asia and Oceania,,126,Country 126
Europe,70.760002,2013,Europe,,154,Country 154
Africa,60.150002,1997,Africa,Eastern Africa,99,Country 99
Western Pacific,81.160004,2006,Asia and Oceania,,125,Country 125
Eastern Mediterranean,76.970001,2016,Asia and Oceania,,131,Country 131
Europe,79.599998,2004,Europe,,104,Country 104
Africa,67.660004,2009,Africa,Western Africa,127,Country 127
Western Pacific,79.300003,2007,Asia and Oceania,,124,Country 124
Eastern Mediterranean,67.989998,2016,Asia and Oceania,,130,Country 130
Europe,80.860001,2015,Europe,,37,Country 37
Americas,73.190002,2000,Americas,,25,Country 25
South-East Asia,65.410004,2000,Asia and Oceania,,40,Country 40
Eastern Mediterranean,65.169998,2006,Africa,Northern Africa,22,Country 22
Europe,70.209999,2009,Europe,,23,Country 23
South-East Asia,77.279999,2013,Asia and Oceania,,26,Country 26
Eastern Mediterranean,66.68,2016,Africa,Eastern Africa,59,Country 59
Europe,79.910004,2010,Europe,,24,Country 24
Europe,71.209999,2011,Europe,,110,Country 110
Americas,70.07,2005,Americas,,73,Country 73
Western Pacific,81,2016,Asia and Oceania,,124,Country 124
Americas,78.959999,2013,Americas,,20,Country 20
Europe,66.519997,2004,Asia and Oceania,,19,Country 19
Africa,54.139999,2003,Africa,Western Africa,38,Country 38
Europe,74.379997,2008,Europe,,75,Country 75
Europe,75.919998,2004,Europe,,74,Country 74
Europe,79.269997,1999,Europe,,94,Country 94
Africa,54.419998,2001,Africa,Central Africa,45,Country 45
Africa,55.400002,2007,Africa,Eastern Africa,47,Country 47
Africa,51.02,1997,Africa,Eastern Africa,93,Country 93
Europe,76.089996,2009,Europe,,67,Country 67
Africa,44.73,2003,Africa,Southern Africa,50,Country 50
Western Pacific,74.849998,2013,Asia and Oceania,,46,Country 46
Americas,74.82,2000,Americas,,71,Country 71
Americas,69.709999,2001,Americas,,44,Country 44
Europe,75.089996,2015,Europe,,49,Country 49
Africa,53.360001,2001,Africa,Eastern Africa,68,Country 68
Africa,74.099998,2001,Africa,Northern Africa,48,Country 48
Africa,63.889999,2015,Africa,Western Africa,164,Country 164
Europe,66.260002,2003,Asia and Oceania,,56,Country 56
Africa,53.049999,1999,Africa,Central Africa,8,Country 8
Africa,67.699997,2008,Africa,Central Africa,165,Country 165
Europe,76.129997,2007,Europe,,18,Country 18
Africa,71.739998,2002,Africa,Eastern Africa,117,Country 117
Eastern Mediterranean,66.540001,2001,Asia and Oceania,,145,Country 145
Europe,77.57,2005,Europe,,132,Country 132
Africa,60.869999,2011,Africa,Central Africa,103,Country 103
Africa,56.599998,2012,Africa,Western Africa,122,Country 122
Eastern Mediterranean,70.379997,2009,Africa,Northern Africa,144,Country 144
Americas,76.68,2010,Americas,,146,Country 146
Americas,81.120003,2009,Americas,,147,Country 147
Africa,51.939999,1999,Africa,Central Africa,79,Country 79
Americas,71.559998,2006,Americas,,153,Country 153
Europe,66.089996,1999,Europe,,29,Country 29
Europe,71.07,2015,Asia and Oceania,,14,Country 14
Americas,59.990002,2009,Americas,,77,Country 77
Europe,80.400002,2005,Europe,,82,Country 82
Africa,58.740002,2012,Africa,Eastern Africa,47,Country 47
Americas,76.489998,2011,Americas,,71,Country 71
Africa,59.290001,2010,Africa,Eastern Africa,68,Country 68
Africa,62.84,1997,Africa,Western Africa,5,Country 5
Americas,71.57,2010,Americas,,44,Country 44
Africa,76.540001,2010,Africa,Northern Africa,48,Country 48
Europe,74.440002,2002,Europe,,67,Country 67
Western Pacific,73.980003,2006,Asia and Oceania,,46,Country 46
Africa,57.240002,2010,Africa,Central Africa,45,Country 45
Europe,72,2004,Europe,,49,Country 49
Africa,44.360001,2008,Africa,Southern Africa,50,Country 50
South-East Asia,72.25,2015,Asia and Oceania,,40,Country 40
Europe,72.559998,1998,Asia and Oceania,,4,Country 4
Europe,77.839996,2000,Europe,,37,Country 37
Africa,61.630001,2012,Africa,Southern Africa,10,Country 10
South-East Asia,60.110001,1997,Asia and Oceania,,36,Country 36
Europe,67.699997,1999,Europe,,110,Country 110
Europe,78.300003,2011,Asia and Oceania,,4,Country 4
South-East Asia,59.66,2008,Asia and Oceania,,36,Country 36
Africa,58.450001,2000,Africa,Eastern Africa,148,Country 148
Europe,74.75,2004,Europe,,149,Country 149
Africa,46.59,2000,Africa,Eastern Africa,135,Country 135
Western Pacific,58.610001,1997,Asia and Oceania,,86,Country 86
Africa,58.009998,2011,Africa,Central Africa,62,Country 62
Americas,76.32,2007,Americas,,133,Country 133
Europe,82.230003,2014,Europe,,134,Country 134
Europe,76.669998,2013,Europe,,149,Country 149
Africa,60.75,2009,Africa,Eastern Africa,148,Country 148
Africa,44.549999,2003,Africa,Central Africa,129,Country 129
Americas,73.639999,1998,Americas,,146,Country 146
Eastern Mediterranean,68.43,1997,Africa,Northern Africa,144,Country 144
Africa,55.639999,2006,Africa,Western Africa,35,Country 35
Europe,77.07,2013,Europe,,128,Country 128
Africa,52.889999,1999,Africa,Central Africa,103,Country 103
Americas,78.57,1997,Americas,,147,Country 147
Eastern Mediterranean,75.029999,2003,Asia and Oceania,,131,Country 131
Eastern Mediterranean,74.190002,2003,Asia and Oceania,,130,Country 130
Western Pacific,76.360001,2016,Asia and Oceania,,112,Country 112
Europe,81.290001,2009,Europe,,82,Country 82
Americas,57.970001,2005,Americas,,77,Country 77
Eastern Mediterranean,79.860001,2014,Asia and Oceania,,85,Country 85
Americas,73.199997,2005,Americas,,101,Country 101
Africa,64.860001,2003,Africa,Western Africa,127,Country 127
Americas,78.860001,2016,Americas,,20,Country 20
Western Pacific,83.220001,2012,Asia and Oceania,,125,Country 125
Africa,56.880001,2009,Africa,Central Africa,62,Country 62
Europe,81.949997,2014,Europe,,104,Country 104
Eastern Mediterranean,75.550003,2003,Asia and Oceania,,60,Country 60
Europe,72.699997,2007,Europe,,84,Country 84
Western Pacific,66.199997,2010,Asia and Oceania,,86,Country 86
Europe,75.75,2016,Europe,,28,Country 28
Western Pacific,80.959999,2013,Asia and Oceania,,124,Country 124
Europe,75.379997,2007,Europe,,61,Country 61
Europe,68.830002,2012,Asia and Oceania,,126,Country 126
Western Pacific,81.019997,2015,Asia and Oceania,,124,Country 124
Europe,81.809998,2012,Europe,,104,Country 104
Americas,73.669998,2007,Americas,,101,Country 101
Africa,63.900002,2001,Africa,Western Africa,127,Country 127
Europe,69.57,2014,Asia and Oceania,,126,Country 126
Western Pacific,83.449997,2014,Asia and Oceania,,125,Country 125
Africa,57.130001,2009,Africa,Eastern Africa,47,Country 47
Europe,75.580002,2007,Europe,,67,Country 67
Africa,59.630001,2015,Africa,Central Africa,45,Country 45
Western Pacific,73.449997,2003,Asia and Oceania,,46,Country 46
Europe,71.050003,2001,Europe,,49,Country 49
Africa,44.990002,1997,Africa,Eastern Africa,89,Country 89
South-East Asia,61.279999,1997,Asia and Oceania,,92,Country 92
Americas,76.269997,2013,Americas,,109,Country 109
Africa,48.09,2013,Africa,Southern Africa,50,Country 50
Africa,77.269997,2015,Africa,Northern Africa,48,Country 48
Americas,73.889999,1999,Americas,,91,Country 91
Africa,63.450001,2015,Africa,Eastern Africa,68,Country 68
Americas,72.480003,2015,Americas,,44,Country 44
Americas,77.080002,2014,Americas,,71,Country 71
Europe,71.650002,1998,Europe,,161,Country 161
Western Pacific,58.880001,1998,Asia and Oceania,,86,Country 86
Europe,82.25,2013,Europe,,134,Country 134
Africa,45.279999,2003,Africa,Eastern Africa,135,Country 135
Americas,75.879997,2004,Americas,,133,Country 133
Eastern Mediterranean,74.040001,1999,Asia and Oceania,,163,Country 163
Africa,54.490002,2007,Africa,Western Africa,115,Country 115
Americas,72.550003,1997,Americas,,100,Country 100
Europe,65.610001,2005,Europe,,154,Country 154
Eastern Mediterranean,73.849998,1997,Africa,Northern Africa,98,Country 98
Europe,65.800003,1998,Europe,,29,Country 29
Europe,70.639999,2014,Asia and Oceania,,14,Country 14
Western Pacific,68.07,2001,Asia and Oceania,,137,Country 137
Western Pacific,70.75,2000,Asia and Oceania,,105,Country 105
Africa,64.220001,2015,Africa,Southern Africa,10,Country 10
Europe,71.849998,1997,Asia and Oceania,,4,Country 4
South-East Asia,60.43,1998,Asia and Oceania,,36,Country 36
Americas,75.550003,2008,Americas,,109,Country 109
Americas,75.410004,2010,Americas,,70,Country 70
Americas,75.32,2013,Americas,,72,Country 72
Eastern Mediterranean,55.669998,2009,Asia and Oceania,,69,Country 69
South-East Asia,64.330002,2001,Asia and Oceania,,43,Country 43
Eastern Mediterranean,74.940002,2004,Africa,Northern Africa,32,Country 32
Americas,73.919998,2003,Americas,,70,Country 70
Europe,71.830002,1999,Europe,,51,Country 51
Americas,74.769997,2004,Americas,,72,Country 72
Europe,81.540001,2010,Europe,,33,Country 33
Africa,44.619999,1998,Africa,Eastern Africa,39,Country 39
Eastern Mediterranean,51.610001,2000,Asia and Oceania,,69,Country 69
Western Pacific,71.82,2005,Asia and Oceania,,105,Country 105
Africa,53.580002,2000,Africa,Southern Africa,10,Country 10
Africa,72.050003,2009,Africa,Western Africa,6,Country 6
Africa,45.25,2006,Africa,Central Africa,129,Country 129
South-East Asia,65.550003,2004,Asia and Oceania,,43,Country 43
Eastern Mediterranean,75.959999,2009,Asia and Oceania,,131,Country 131
Eastern Mediterranean,75.639999,2009,Asia and Oceania,,130,Country 130
Eastern Mediterranean,65.980003,1999,Asia and Oceania,,145,Country 145
Europe,75.269997,2007,Europe,,128,Country 128
Western Pacific,69.919998,2015,Asia and Oceania,,137,Country 137
Western Pacific,68.050003,2014,Asia and Oceania,,86,Country 86
Africa,58.220001,1999,Africa,Eastern Africa,148,Country 148
Europe,79.169998,1997,Europe,,134,Country 134
Eastern Mediterranean,78.220001,2010,Asia and Oceania,,85,Country 85
Europe,74.919998,2003,Europe,,61,Country 61
Eastern Mediterranean,77.269997,2007,Asia and Oceania,,60,Country 60
Europe,71.82,2003,Europe,,84,Country 84
Africa,73.519997,1999,Africa,Northern Africa,48,Country 48
Africa,54.860001,1997,Africa,Southern Africa,50,Country 50
Africa,57.419998,2013,Africa,Eastern Africa,89,Country 89
Africa,54.509998,2003,Africa,Eastern Africa,93,Country 93
Americas,73.459999,2007,Americas,,88,Country 88
Europe,79.93,2001,Europe,,94,Country 94
South-East Asia,67.279999,2013,Asia and Oceania,,92,Country 92
Americas,74.889999,2015,Americas,,91,Country 91
Africa,52.529999,1999,Africa,Eastern Africa,68,Country 68
Africa,54.77,1999,Africa,Central Africa,45,Country 45
Africa,64.889999,2008,Africa,Western Africa,5,Country 5
Europe,69.720001,2011,Asia and Oceania,,56,Country 56
Americas,74.160004,1998,Americas,,71,Country 71
Americas,69.339996,1999,Americas,,44,Country 44
Eastern Mediterranean,71.220001,2001,Africa,Northern Africa,55,Country 55
Africa,57.799999,2005,Africa,Eastern Africa,2,Country 2
Europe,70.5,2000,Europe,,54,Country 54
Africa,54.389999,2012,Africa,Eastern Africa,39,Country 39
Eastern Mediterranean,73.68,2008,Asia and Oceania,,52,Country 52
Africa,59.080002,2015,Africa,Western Africa,115,Country 115
Europe,79.379997,2004,Asia and Oceania,,34,Country 34
South-East Asia,73.339996,2004,Asia and Oceania,,26,Country 26
Eastern Mediterranean,67.980003,2015,Africa,Northern Africa,22,Country 22
Europe,67.099998,1997,Europe,,151,Country 151
Americas,76.150002,2009,Americas,,25,Country 25
Europe,68.339996,2000,Europe,,23,Country 23
Europe,77.639999,2003,Europe,,24,Country 24
Europe,81.080002,2010,Europe,,102,Country 102
Africa,51.130001,1999,Africa,Western Africa,122,Country 122
Africa,51.5,2007,Africa,Southern Africa,162,Country 162
Eastern Mediterranean,72.129997,2016,Africa,Northern Africa,144,Country 144
Africa,63.5,2003,Africa,Eastern Africa,99,Country 99
Americas,78.169998,2011,Americas,,100,Country 100
Europe,80.720001,2012,Europe,,97,Country 97
Americas,81.849998,2016,Americas,,147,Country 147
Eastern Mediterranean,76.910004,2011,Africa,Northern Africa,98,Country 98
Africa,73.199997,2010,Africa,Eastern Africa,139,Country 139
Europe,78.900002,2004,Europe,,1,Country 1
Western Pacific,55.939999,1998,Asia and Oceania,,17,Country 17
Americas,68.639999,2000,Americas,,138,Country 138
Europe,83.18,2016,Europe,,95,Country 95
Eastern Mediterranean,72.669998,1997,Asia and Oceania,,90,Country 90
Eastern Mediterranean,74.260002,1998,Africa,Northern Africa,98,Country 98
Europe,78.529999,1999,Europe,,102,Country 102
Africa,69.730003,2013,Africa,Central Africa,165,Country 165
Europe,66.849998,2006,Europe,,154,Country 154
Europe,79.510002,1998,Europe,,95,Country 95
Americas,73.279999,1998,Americas,,100,Country 100
Europe,75.300003,2002,Europe,,18,Country 18
Europe,78.699997,1997,Europe,,57,Country 57
Americas,74.059998,2013,Americas,,159,Country 159
Eastern Mediterranean,76.980003,2001,Asia and Oceania,,155,Country 155
Americas,72.389999,1997,Americas,,87,Country 87
Europe,74.93,2014,Europe,,157,Country 157
Europe,80.68,2014,Europe,,158,Country 158
Africa,58.34,2008,Africa,Western Africa,156,Country 156
Europe,79.349998,2001,Europe,,82,Country 82
Africa,54.849998,2004,Africa,Central Africa,62,Country 62
Americas,62.459999,2013,Americas,,77,Country 77
Americas,72.510002,1998,Americas,,87,Country 87
Eastern Mediterranean,74.720001,2009,Asia and Oceania,,90,Country 90
Eastern Mediterranean,74.349998,2013,Africa,Northern Africa,55,Country 55
Europe,80.589996,2008,Asia and Oceania,,34,Country 34
Eastern Mediterranean,71.940002,2004,Asia and Oceania,,52,Country 52
Africa,44.150002,2000,Africa,Eastern Africa,39,Country 39
Africa,63.43,2009,Africa,Eastern Africa,2,Country 2
Europe,82.300003,2010,Europe,,95,Country 95
Europe,74.220001,2012,Europe,,54,Country 54
Africa,73.68,2016,Africa,Eastern Africa,139,Country 139
Africa,66.239998,2016,Africa,Western Africa,113,Country 113
Africa,50.650002,1998,Africa,Western Africa,122,Country 122
Americas,56.330002,1999,Americas,,77,Country 77
Africa,62.970001,2014,Africa,Western Africa,78,Country 78
Africa,49.389999,2001,Africa,Eastern Africa,81,Country 81
Africa,51.049999,2006,Africa,Southern Africa,162,Country 162
Western Pacific,81.75,2003,Asia and Oceania,,80,Country 80
Africa,53.48,2002,Africa,Western Africa,38,Country 38
Europe,70.5,2010,Europe,,110,Country 110
Europe,80.480003,2016,Europe,,106,Country 106
Europe,75.139999,2009,Europe,,75,Country 75
Americas,69.690002,2004,Americas,,73,Country 73
Europe,76.230003,2005,Europe,,74,Country 74
Africa,61.830002,2015,Africa,Southern Africa,162,Country 162
Europe,76.629997,2011,Europe,,67,Country 67
Europe,74.739998,2013,Europe,,49,Country 49
Africa,51.07,1999,Africa,Eastern Africa,93,Country 93
Africa,54.299999,2003,Africa,Eastern Africa,68,Country 68
Africa,74.529999,2003,Africa,Northern Africa,48,Country 48
Africa,47.5,2001,Africa,Southern Africa,50,Country 50
Americas,75.059998,2002,Americas,,71,Country 71
Europe,78.690002,1997,Europe,,94,Country 94
Western Pacific,75.32,2015,Asia and Oceania,,46,Country 46
Africa,53.09,2005,Africa,Eastern Africa,47,Country 47
Europe,80.93,2014,Europe,,66,Country 66
Europe,72.18,2001,Europe,,64,Country 64
Africa,47.400002,2000,Africa,Southern Africa,65,Country 65
Africa,54.310001,2000,Africa,Central Africa,8,Country 8
Eastern Mediterranean,75.050003,2016,Africa,Northern Africa,32,Country 32
Western Pacific,57.529999,2001,Asia and Oceania,,17,Country 17
